computer,process_key,window_start,event_count,unique_images,unique_files,unique_extensions,unique_destination_ips,suspicious_path_count,file_activity_count,registry_activity_count,network_activity_count,event_1_count,event_3_count,event_7_count,event_11_count,event_12_count,event_13_count,event_23_count,event_26_count,label,technique_id,scenario,source,source_kind,dataset_source,representation
WIN11-ENDPOINT-01,PROC-SILRAD-01835,2026-08-06T05:05:50+00:00,10,1,1,1,0,0,6,0,0,0,0,0,6,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01836,2026-08-06T05:06:00+00:00,10,1,1,1,0,0,7,0,0,0,0,0,7,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01837,2026-08-06T05:06:10+00:00,10,1,1,1,0,0,6,0,0,0,0,0,6,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01838,2026-08-06T05:06:20+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01839,2026-08-06T05:06:30+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01840,2026-08-06T05:06:40+00:00,10,1,1,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01841,2026-08-06T05:06:50+00:00,10,1,1,1,0,0,6,0,0,0,0,0,6,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01842,2026-08-06T05:07:00+00:00,10,1,1,1,0,0,9,0,0,0,0,0,9,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01843,2026-08-06T05:07:10+00:00,10,1,1,1,0,0,8,0,0,0,0,0,8,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01844,2026-08-06T05:07:20+00:00,10,1,1,1,0,0,6,0,0,0,0,0,6,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01845,2026-08-06T05:07:30+00:00,10,1,1,1,0,0,7,0,0,0,0,0,7,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01846,2026-08-06T05:07:40+00:00,10,1,1,1,0,0,6,0,0,0,0,0,6,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01847,2026-08-06T05:07:50+00:00,10,1,1,1,0,0,8,0,0,0,0,0,8,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01848,2026-08-06T05:08:00+00:00,10,1,1,1,0,0,7,0,0,0,0,0,7,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01849,2026-08-06T05:08:10+00:00,10,1,1,1,0,0,7,0,0,0,0,0,7,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01850,2026-08-06T05:08:20+00:00,10,1,1,1,0,0,7,0,0,0,0,0,7,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01851,2026-08-06T05:08:30+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01852,2026-08-06T05:08:40+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01853,2026-08-06T05:08:50+00:00,10,1,1,1,0,0,7,0,0,0,0,0,7,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01854,2026-08-06T05:09:00+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01855,2026-08-06T05:09:10+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01856,2026-08-06T05:09:20+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01857,2026-08-06T05:09:30+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01858,2026-08-06T05:09:40+00:00,10,1,1,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01859,2026-08-06T05:09:50+00:00,10,1,1,1,0,0,6,0,0,0,0,0,6,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01860,2026-08-06T05:10:00+00:00,10,1,1,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01861,2026-08-06T05:10:10+00:00,10,1,1,1,0,0,6,0,0,0,0,0,6,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01862,2026-08-06T05:10:20+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01863,2026-08-06T05:10:30+00:00,10,1,1,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01864,2026-08-06T05:10:40+00:00,10,1,1,1,0,0,7,0,0,0,0,0,7,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01865,2026-08-06T05:10:50+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01866,2026-08-06T05:11:00+00:00,10,1,1,1,0,0,6,0,0,0,0,0,6,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01867,2026-08-06T05:11:10+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01868,2026-08-06T05:11:20+00:00,10,1,1,1,0,0,6,0,0,0,0,0,6,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01869,2026-08-06T05:11:30+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01870,2026-08-06T05:11:40+00:00,10,1,1,1,0,0,6,0,0,0,0,0,6,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01871,2026-08-06T05:11:50+00:00,10,1,1,1,0,0,6,0,0,0,0,0,6,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01872,2026-08-06T05:12:00+00:00,10,1,1,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01873,2026-08-06T05:12:10+00:00,10,1,1,1,0,0,6,0,0,0,0,0,6,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01874,2026-08-06T05:12:20+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01875,2026-08-06T05:12:30+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01876,2026-08-06T05:12:40+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01877,2026-08-06T05:12:50+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01878,2026-08-06T05:13:00+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01879,2026-08-06T05:13:10+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01880,2026-08-06T05:13:20+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01881,2026-08-06T05:13:30+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01882,2026-08-06T05:13:40+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01883,2026-08-06T05:13:50+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01884,2026-08-06T05:14:00+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01885,2026-08-06T05:14:10+00:00,10,1,1,1,0,0,7,0,0,0,0,0,7,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01886,2026-08-06T05:14:20+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01887,2026-08-06T05:14:30+00:00,10,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01888,2026-08-06T05:14:40+00:00,10,1,1,1,0,0,6,0,0,0,0,0,6,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01889,2026-08-06T05:14:50+00:00,10,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01890,2026-08-06T05:15:00+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01891,2026-08-06T05:15:10+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01892,2026-08-06T05:15:20+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01893,2026-08-06T05:15:30+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01894,2026-08-06T05:15:40+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01895,2026-08-06T05:15:50+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01896,2026-08-06T05:16:00+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01897,2026-08-06T05:16:10+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01898,2026-08-06T05:16:20+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01899,2026-08-06T05:16:30+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01900,2026-08-06T05:16:40+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01901,2026-08-06T05:16:50+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01902,2026-08-06T05:17:00+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01903,2026-08-06T05:17:10+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01904,2026-08-06T05:17:20+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01905,2026-08-06T05:17:30+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01906,2026-08-06T05:17:40+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01907,2026-08-06T05:17:50+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01908,2026-08-06T05:18:00+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01909,2026-08-06T05:18:10+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01910,2026-08-06T05:18:20+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01911,2026-08-06T05:18:30+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01912,2026-08-06T05:18:40+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01913,2026-08-06T05:18:50+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01914,2026-08-06T05:19:00+00:00,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01915,2026-08-06T05:19:10+00:00,10,1,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01916,2026-08-06T05:19:20+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01917,2026-08-06T05:19:30+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01918,2026-08-06T05:19:40+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01919,2026-08-06T05:19:50+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01920,2026-08-06T05:20:00+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01921,2026-08-06T05:20:10+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01922,2026-08-06T05:20:20+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01923,2026-08-06T05:20:30+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01924,2026-08-06T05:20:40+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01925,2026-08-06T05:20:50+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01926,2026-08-06T05:21:00+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01927,2026-08-06T05:21:10+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01928,2026-08-06T05:21:20+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01929,2026-08-06T05:21:30+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01930,2026-08-06T05:21:40+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01931,2026-08-06T05:21:50+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01932,2026-08-06T05:22:00+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01933,2026-08-06T05:22:10+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01934,2026-08-06T05:22:20+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01935,2026-08-06T05:22:30+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01936,2026-08-06T05:22:40+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01937,2026-08-06T05:22:50+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01938,2026-08-06T05:23:00+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01939,2026-08-06T05:23:10+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01940,2026-08-06T05:23:20+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-01941,2026-08-06T05:23:30+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
